fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,07,15,MIZORAM,268,SERCHHIP,IGNWPS,169,0,166,3,0,153,158,2024-08-01
2023-2024,07,16,TRIPURA,652,KHOWAI,IGNWPS,2322,438,783,637,464,571,0,2024-08-01
2023-2024,07,16,TRIPURA,653,SEPAHIJALA,IGNWPS,2473,204,570,1492,207,549,98,2024-08-01
2023-2024,07,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNWPS,2407,11,2288,94,14,1296,499,2024-08-01
2023-2024,07,18,ASSAM,281,BONGAIGAON,IGNWPS,2749,138,23,2327,261,2211,2160,2024-08-01
2023-2024,07,18,ASSAM,289,HAILAKANDI,IGNWPS,2812,481,28,2080,223,2143,2299,2024-08-01
2023-2024,07,18,ASSAM,296,MORIGAON,IGNWPS,4219,346,489,3046,338,2376,857,2024-08-01
2023-2024,07,18,ASSAM,616,BAKSA,IGNWPS,3952,315,1246,1721,670,2411,1778,2024-08-01
2023-2024,07,18,ASSAM,617,UDALGURI,IGNWPS,4359,533,1841,1483,502,3580,2639,2024-08-01
2023-2024,07,18,ASSAM,708,CHARAIDEO,IGNWPS,1893,20,20,1523,330,1407,1890,2024-08-01
2023-2024,07,18,ASSAM,709,HOJAI,IGNWPS,3231,411,134,2552,134,1788,2157,2024-08-01
2023-2024,07,19,"WEST BENGAL",306,"PURBA BURDWAN",IGNWPS,64351,27518,5918,28930,1971,63377,39917,2024-08-01
2023-2024,07,19,"WEST BENGAL",314,JALPAIGURI,IGNWPS,20323,7864,2204,9798,440,19505,12865,2024-08-01
2023-2024,07,19,"WEST BENGAL",315,KOLKATA,IGNWPS,16203,0,0,16202,0,16183,13462,2024-08-01
2023-2024,07,19,"WEST BENGAL",316,MALDAH,IGNWPS,37281,6761,2282,27834,395,35816,24908,2024-08-01
2023-2024,07,19,"WEST BENGAL",320,NADIA,IGNWPS,41593,9946,1241,30036,358,39995,33195,2024-08-01
2023-2024,07,19,"WEST BENGAL",664,ALIPURDUAR,IGNWPS,12558,4960,2932,4666,0,12263,10987,2024-08-01
2023-2024,07,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNWPS,2008,605,27,1037,339,1143,0,2024-08-01
2023-2024,07,2,"HIMACHAL PRADESH",18,KANGRA,IGNWPS,3646,1024,285,1182,1155,1571,0,2024-08-01
2023-2024,07,2,"HIMACHAL PRADESH",19,KINNAUR,IGNWPS,231,85,142,4,0,87,0,2024-08-01
2023-2024,07,20,JHARKHAND,322,BOKARO,IGNWPS,10979,1972,2005,2482,4520,10971,4157,2024-08-01
2023-2024,07,20,JHARKHAND,323,CHATRA,IGNWPS,10800,3886,252,2497,4165,10627,7289,2024-08-01
2023-2024,07,20,JHARKHAND,325,DHANBAD,IGNWPS,21165,3460,2373,5898,9434,21033,4223,2024-08-01
2023-2024,07,20,JHARKHAND,333,JAMTARA,IGNWPS,5198,487,2126,234,2351,5085,4370,2024-08-01
2023-2024,07,20,JHARKHAND,335,LATEHAR,IGNWPS,8768,2039,4099,1137,1493,8764,4120,2024-08-01
2023-2024,07,20,JHARKHAND,338,PALAMU,IGNWPS,11080,3529,970,2840,3741,10763,2203,2024-08-01
2023-2024,07,20,JHARKHAND,343,"WEST SINGHBHUM",IGNWPS,9616,587,6065,344,2620,9373,8757,2024-08-01
2023-2024,07,21,ODISHA,346,BALESHWAR,IGNWPS,23017,2041,891,15625,4460,22888,7874,2024-08-01
2023-2024,07,21,ODISHA,350,CUTTACK,IGNWPS,24808,2697,564,16662,4885,22437,9362,2024-08-01
2023-2024,07,21,ODISHA,354,GANJAM,IGNWPS,47128,7146,1016,28367,10599,45612,18242,2024-08-01
2023-2024,07,21,ODISHA,356,JAJPUR,IGNWPS,19135,2100,503,12956,3576,19102,7427,2024-08-01
2023-2024,07,21,ODISHA,360,KENDRAPARA,IGNWPS,11898,1716,59,6727,3396,11888,6090,2024-08-01
2023-2024,07,21,ODISHA,363,KORAPUT,IGNWPS,27440,3628,15341,6378,2093,26365,12059,2024-08-01
2023-2024,07,21,ODISHA,371,SAMBALPUR,IGNWPS,12405,2231,3996,4510,1668,12306,9261,2024-08-01
2023-2024,07,22,CHHATTISGARH,383,KORBA,IGNWPS,9587,716,3533,3368,1970,8566,906,2024-08-01
2023-2024,07,22,CHHATTISGARH,760,"MANENDRAGARH CHIRMIRI BHARATPUR",IGNWPS,3910,298,1719,1121,772,3819,1586,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",392,BALAGHAT,IGNWPS,54361,5465,13337,1447,34112,34546,9909,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",400,DAMOH,IGNWPS,21254,5239,3402,1934,10679,11040,4692,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",407,GWALIOR,IGNWPS,7253,2146,1705,477,2925,3670,1892,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",408,HARDA,IGNWPS,4971,1225,1494,398,1854,2787,1048,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",431,SHEOPUR,IGNWPS,7367,1217,3719,261,2170,3741,1803,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",435,UJJAIN,IGNWPS,21796,9105,790,3722,8179,13096,5873,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",436,UMARIA,IGNWPS,8914,813,4909,900,2292,4737,2360,2024-08-01
2023-2024,07,23,"MADHYA PRADESH",639,ALIRAJPUR,IGNWPS,7327,311,6735,47,234,3501,1820,2024-08-01
2023-2024,07,24,GUJARAT,439,AMRELI,IGNWPS,5201,542,15,1508,3133,5180,5189,2024-08-01
2023-2024,07,24,GUJARAT,453,NAVSARI,IGNWPS,14120,212,7082,5945,881,13853,13789,2024-08-01
2023-2024,07,24,GUJARAT,641,TAPI,IGNWPS,10703,130,9631,691,251,10688,10702,2024-08-01
2023-2024,07,24,GUJARAT,673,MORBI,IGNWPS,3529,119,7,2677,725,3518,3498,2024-08-01
2023-2024,07,24,GUJARAT,675,"GIR SOMNATH",IGNWPS,12001,327,24,7643,4006,12001,11999,2024-08-01
2023-2024,07,27,MAHARASHTRA,478,JALGAON,IGNWPS,16124,345,228,15344,207,14424,4060,2024-08-01
2023-2024,07,27,MAHARASHTRA,487,NASHIK,IGNWPS,7858,533,2263,4820,242,6279,819,2024-08-01
2023-2024,07,27,MAHARASHTRA,489,PARBHANI,IGNWPS,1588,54,3,1519,12,1344,73,2024-08-01
2023-2024,07,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNWPS,39997,5994,1646,6586,25771,23695,30494,2024-08-01
2023-2024,07,28,"ANDHRA PRADESH",506,GUNTUR,IGNWPS,39476,8793,1987,12323,16373,21806,30400,2024-08-01
2023-2024,07,28,"ANDHRA PRADESH",510,KRISHNA,IGNWPS,58393,12774,2193,12916,30510,30734,44001,2024-08-01
2023-2024,07,29,KARNATAKA,544,MANDYA,IGNWPS,28629,1002,68,2805,24754,27665,18779,2024-08-01
2023-2024,07,29,KARNATAKA,545,MYSORE,IGNWPS,26611,2024,1229,9669,13689,25948,15430,2024-08-01
2023-2024,07,29,KARNATAKA,546,RAICHUR,IGNWPS,12405,568,626,1892,9319,11887,8809,2024-08-01
2023-2024,07,3,PUNJAB,27,AMRITSAR,IGNWPS,638,1,0,637,0,429,622,2024-08-01
2023-2024,07,3,PUNJAB,28,BATHINDA,IGNWPS,867,13,0,854,0,520,688,2024-08-01
2023-2024,07,3,PUNJAB,29,FARIDKOT,IGNWPS,1402,16,0,1386,0,760,1108,2024-08-01
2023-2024,07,3,PUNJAB,32,GURDASPUR,IGNWPS,1745,14,0,1730,1,997,1546,2024-08-01
2023-2024,07,3,PUNJAB,40,NAWANSHAHR,IGNWPS,508,160,0,348,0,397,508,2024-08-01
2023-2024,07,3,PUNJAB,608,"SAS NAGAR",IGNWPS,189,2,0,187,0,91,185,2024-08-01
2023-2024,07,3,PUNJAB,609,"TARAN TARAN",IGNWPS,658,36,1,617,4,335,542,2024-08-01
2023-2024,07,3,PUNJAB,651,FAZILKA,IGNWPS,623,41,0,581,1,300,527,2024-08-01
2023-2024,07,3,PUNJAB,662,PATHANKOT,IGNWPS,984,25,0,933,26,520,902,2024-08-01
2023-2024,07,31,LAKSHADWEEP,553,"LAKSHADWEEP DISTRICT",IGNWPS,75,0,33,42,0,75,0,2024-08-01
2023-2024,07,32,KERALA,555,ERNAKULAM,IGNWPS,55442,1952,290,53200,0,11772,21297,2024-08-01
2023-2024,07,32,KERALA,567,WAYANAD,IGNWPS,22727,48,52,22627,0,8645,5794,2024-08-01
2023-2024,07,33,"TAMIL NADU",569,COIMBATORE,IGNWPS,16533,5936,489,698,9410,14176,16456,2024-08-01
2023-2024,07,33,"TAMIL NADU",571,DHARMAPURI,IGNWPS,9304,1418,277,5705,1904,8361,9249,2024-08-01
2023-2024,07,33,"TAMIL NADU",573,ERODE,IGNWPS,17195,4040,245,6468,6442,15025,16718,2024-08-01
2023-2024,07,33,"TAMIL NADU",579,NAGAPATTINAM,IGNWPS,13759,5764,0,121,7874,8689,13695,2024-08-01
2023-2024,07,33,"TAMIL NADU",587,"THE NILGIRIS",IGNWPS,3675,1609,582,155,1329,3051,3663,2024-08-01
2023-2024,07,33,"TAMIL NADU",588,THENI,IGNWPS,15931,1325,25,4088,10493,10492,15795,2024-08-01
2023-2024,07,33,"TAMIL NADU",592,TIRUNELVELI,IGNWPS,9752,1994,4,3347,4407,8715,9740,2024-08-01
2023-2024,07,33,"TAMIL NADU",593,TIRUVANNAMALAI,IGNWPS,8359,2085,9,5050,1215,6912,8348,2024-08-01
2023-2024,07,33,"TAMIL NADU",597,VIRUDHUNAGAR,IGNWPS,16196,2895,8,1588,11705,12009,16095,2024-08-01
2023-2024,07,36,TELANGANA,513,MEDAK,IGNWPS,7381,1492,816,298,4775,7237,6976,2024-08-01
2023-2024,07,36,TELANGANA,518,RANGAREDDI,IGNWPS,10099,2204,585,695,6615,9930,9002,2024-08-01
2023-2024,07,36,TELANGANA,680,NIRMAL,IGNWPS,5878,1036,1124,440,3278,5712,5236,2024-08-01
2023-2024,07,36,TELANGANA,685,KAMAREDDY,IGNWPS,8641,2151,1410,481,4599,8089,8211,2024-08-01
2023-2024,07,36,TELANGANA,690,"BHADRADRI KOTHAGUDEM",IGNWPS,4939,579,1776,21,2563,4869,4254,2024-08-01
2023-2024,07,36,TELANGANA,691,SANGAREDDY,IGNWPS,9458,2316,329,634,6179,9414,8548,2024-08-01
2023-2024,07,36,TELANGANA,692,SIDDIPET,IGNWPS,6158,1383,78,444,4253,6148,5606,2024-08-01
2023-2024,07,36,TELANGANA,695,"JOGULAMBA GADWAL",IGNWPS,8087,1663,200,366,5858,6746,5638,2024-08-01
2023-2024,07,36,TELANGANA,698,VIKARABAD,IGNWPS,5936,1508,645,414,3369,5745,5682,2024-08-01
2023-2024,07,37,LADAKH,9,"LEH LADAKH",IGNWPS,193,0,193,0,0,95,20,2024-08-01
2023-2024,07,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNWPS,1291,56,4,88,1143,274,1,2024-08-01
2023-2024,07,5,UTTARAKHAND,47,CHAMOLI,IGNWPS,1058,274,50,729,5,533,530,2024-08-01
2023-2024,07,6,HARYANA,65,JIND,IGNWPS,6905,1920,0,3693,1292,4263,2527,2024-08-01
2023-2024,07,6,HARYANA,70,PANCHKULA,IGNWPS,1545,371,0,840,334,984,584,2024-08-01
2023-2024,07,6,HARYANA,75,SONIPAT,IGNWPS,9341,1373,0,6556,1412,5584,2041,2024-08-01
2023-2024,07,7,DELHI,84,"SOUTH WEST ",IGNWPS,3112,23,0,3072,17,3107,2037,2024-08-01
2023-2024,07,8,RAJASTHAN,100,GANGANAGAR,IGNWPS,10945,5006,69,2677,3193,9689,9931,2024-08-01
2023-2024,07,8,RAJASTHAN,104,JALORE,IGNWPS,10051,2948,1370,1608,4125,9309,9665,2024-08-01
2023-2024,07,8,RAJASTHAN,108,KAROULI,IGNWPS,8687,3331,1310,1349,2697,7448,7952,2024-08-01
2023-2024,07,8,RAJASTHAN,109,KOTA,IGNWPS,9009,2036,544,3997,2432,7840,7733,2024-08-01
2023-2024,07,8,RAJASTHAN,629,PRATAPGARH,IGNWPS,8622,787,6120,589,1126,7469,7474,2024-08-01
2023-2024,07,8,RAJASTHAN,92,BHILWARA,IGNWPS,18609,4657,3075,2303,8574,15449,15192,2024-08-01
2023-2024,07,8,RAJASTHAN,94,BUNDI,IGNWPS,5560,1622,940,405,2593,4764,4992,2024-08-01
2023-2024,07,8,RAJASTHAN,96,CHURU,IGNWPS,15317,4782,115,3595,6825,12043,12606,2024-08-01
2023-2024,07,8,RAJASTHAN,98,DHOLPUR,IGNWPS,4472,1186,196,1504,1586,3732,3894,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",123,AZAMGARH,IGNWPS,13028,2996,0,1446,8586,1756,3831,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",124,BAGHPAT,IGNWPS,5802,491,0,662,4649,1752,2610,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",135,CHANDAULI,IGNWPS,18301,6466,0,3716,8119,3716,8490,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",137,DEORIA,IGNWPS,16970,2956,630,3223,10161,2392,6936,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",138,ETAH,IGNWPS,10261,1735,0,1823,6703,2795,4964,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",141,FARRUKHABAD,IGNWPS,18815,4576,2,5016,9221,4947,7084,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",143,FIROZABAD,IGNWPS,10793,2566,0,1313,6914,2542,4940,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",146,GHAZIPUR,IGNWPS,28992,5857,13,3038,20084,2891,14181,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",148,GORAKHPUR,IGNWPS,7702,2231,18,720,4733,650,2949,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",152,JAUNPUR,IGNWPS,30073,7584,0,5818,16671,4699,14592,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",157,"KANPUR NAGAR",IGNWPS,15562,1626,0,11904,2032,3253,6372,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",170,MIRZAPUR,IGNWPS,17692,5337,348,2468,9539,1512,7578,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",171,MORADABAD,IGNWPS,16123,2243,2,6865,7013,2617,5916,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",172,MUZAFFARNAGAR,IGNWPS,7601,1817,13,2719,3052,2412,3086,2024-08-01
2023-2024,07,9,"UTTAR PRADESH",178,"SANT KABEER NAGAR",IGNWPS,7284,1739,0,1624,3921,1424,3214,2024-08-01
2023-2024,08,1,"JAMMU AND KASHMIR",11,PULWAMA,IGNWPS,323,0,20,278,25,311,185,2024-08-01
2023-2024,08,1,"JAMMU AND KASHMIR",621,RAMBAN,IGNWPS,231,0,1,230,0,193,60,2024-08-01
2023-2024,08,10,BIHAR,189,AURANAGABAD,IGNWPS,7134,2132,81,4433,488,4216,5602,2024-08-01
2023-2024,08,10,BIHAR,192,BHAGALPUR,IGNWPS,15318,1879,255,12372,812,9961,12203,2024-08-01
2023-2024,08,10,BIHAR,194,BUXAR,IGNWPS,7176,1312,117,5240,507,5178,5935,2024-08-01
2023-2024,08,10,BIHAR,195,DARBHANGA,IGNWPS,36983,5874,132,23775,7202,21745,29558,2024-08-01
2023-2024,08,10,BIHAR,196,GAYA,IGNWPS,15236,6590,87,7644,915,11236,11618,2024-08-01
2023-2024,08,10,BIHAR,198,JAMUI,IGNWPS,8284,1714,540,1857,4173,5627,6754,2024-08-01
2023-2024,08,10,BIHAR,202,KHAGARIA,IGNWPS,15163,1623,271,11498,1771,10253,12412,2024-08-01
2023-2024,08,10,BIHAR,203,KISHANGANJ,IGNWPS,20569,777,397,17807,1588,15483,17807,2024-08-01
2023-2024,08,10,BIHAR,209,NALANDA,IGNWPS,15769,3326,174,8313,3956,10427,12330,2024-08-01
2023-2024,08,10,BIHAR,214,PURNIA,IGNWPS,26320,2519,1150,8177,14474,18200,21479,2024-08-01
2023-2024,08,10,BIHAR,215,ROHTAS,IGNWPS,12709,1549,147,9748,1265,8417,9737,2024-08-01
2023-2024,08,10,BIHAR,222,SIWAN,IGNWPS,14782,3019,844,5993,4926,9558,11867,2024-08-01
2023-2024,08,10,BIHAR,224,VAISHALI,IGNWPS,25170,6390,112,5108,13560,17553,21438,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",231,"EAST KAMENG",IGNWPS,465,0,465,0,0,310,0,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",234,LOHIT,IGNWPS,136,0,136,0,0,84,0,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",237,"PAPUM PARE",IGNWPS,421,0,421,0,0,303,0,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",240,"UPPER SIANG",IGNWPS,88,0,88,0,0,61,0,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",241,"UPPER SUBANSIRI",IGNWPS,712,0,712,0,0,510,0,2024-08-01
2023-2024,08,12,"ARUNACHAL PRADESH",725,"SHI YOMI",IGNWPS,96,0,96,0,0,33,2,2024-08-01
2023-2024,08,13,NAGALAND,245,KOHIMA,IGNWPS,490,0,490,0,0,138,0,2024-08-01
2023-2024,08,13,NAGALAND,246,MOKOKCHUNG,IGNWPS,472,0,472,0,0,104,0,2024-08-01
2023-2024,08,13,NAGALAND,251,ZUNHEBOTO,IGNWPS,434,1,433,0,0,75,0,2024-08-01
2023-2024,08,13,NAGALAND,613,PEREN,IGNWPS,270,0,270,0,0,0,0,2024-08-01
2023-2024,08,13,NAGALAND,614,KIPHIRE,IGNWPS,201,0,201,0,0,51,1,2024-08-01
2023-2024,08,14,MANIPUR,259,THOUBAL,IGNWPS,890,72,0,700,118,683,1,2024-08-01
2023-2024,08,15,MIZORAM,264,LAWNGTLAI,IGNWPS,156,0,150,6,0,26,79,2024-08-01
2023-2024,08,16,TRIPURA,269,DHALAI,IGNWPS,1763,366,841,387,169,289,0,2024-08-01
2023-2024,08,16,TRIPURA,271,"SOUTH TRIPURA",IGNWPS,2757,412,591,1122,632,869,1,2024-08-01
2023-2024,08,16,TRIPURA,272,"WEST TRIPURA",IGNWPS,3697,742,613,1664,678,1939,53,2024-08-01
2023-2024,08,16,TRIPURA,655,UNAKOTI,IGNWPS,1446,276,332,586,252,823,1,2024-08-01
2023-2024,08,17,MEGHALAYA,278,"WEST GARO HILLS",IGNWPS,1190,11,745,419,15,683,47,2024-08-01
2023-2024,08,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNWPS,313,8,251,47,7,237,2,2024-08-01
2023-2024,08,18,ASSAM,282,CACHAR,IGNWPS,6427,970,120,4392,945,3687,4192,2024-08-01
2023-2024,08,18,ASSAM,287,GOALPARA,IGNWPS,4417,30,168,4160,59,3465,3370,2024-08-01
2023-2024,08,18,ASSAM,293,KARIMGANJ,IGNWPS,3767,175,7,3508,77,3444,2544,2024-08-01
2023-2024,08,18,ASSAM,294,KOKRAJHAR,IGNWPS,3682,168,1670,963,881,2873,3048,2024-08-01
2023-2024,08,18,ASSAM,296,MORIGAON,IGNWPS,4219,346,489,3046,338,2376,857,2024-08-01
2023-2024,08,18,ASSAM,618,"KAMRUP METRO",IGNWPS,826,149,75,546,56,704,782,2024-08-01
2023-2024,08,19,"WEST BENGAL",307,BIRBHUM,IGNWPS,41351,14345,2626,23513,798,39859,23597,2024-08-01
2023-2024,08,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNWPS,2008,605,27,1037,339,1143,0,2024-08-01
2023-2024,08,2,"HIMACHAL PRADESH",24,SIRMAUR,IGNWPS,1428,508,16,791,113,616,0,2024-08-01
2023-2024,08,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNWPS,10401,499,3389,4770,1743,10283,5695,2024-08-01
2023-2024,08,20,JHARKHAND,334,KODERMA,IGNWPS,11184,2324,40,2194,6626,11053,5770,2024-08-01
2023-2024,08,20,JHARKHAND,336,LOHARDAGA,IGNWPS,4047,244,1651,1773,379,3967,360,2024-08-01
2023-2024,08,21,ODISHA,344,ANGUL,IGNWPS,13550,2369,1809,3916,5456,13541,10524,2024-08-01
2023-2024,08,21,ODISHA,345,BOLANGIR,IGNWPS,19711,1952,2404,9581,5774,19704,8842,2024-08-01
2023-2024,08,21,ODISHA,361,KENDUJHAR,IGNWPS,25458,1969,8023,12373,3093,24960,11143,2024-08-01
2023-2024,08,21,ODISHA,368,NUAPADA,IGNWPS,8889,667,1591,4484,2147,8655,4271,2024-08-01
2023-2024,08,22,CHHATTISGARH,375,BILASPUR,IGNWPS,12678,894,936,7215,3633,10890,4097,2024-08-01
2023-2024,08,22,CHHATTISGARH,377,DHAMTARI,IGNWPS,7484,150,770,5394,1170,6682,834,2024-08-01
2023-2024,08,22,CHHATTISGARH,382,KABIRDHAM,IGNWPS,4841,517,943,1010,2371,4621,2080,2024-08-01
2023-2024,08,22,CHHATTISGARH,384,KOREA,IGNWPS,1676,166,804,144,562,1654,822,2024-08-01
2023-2024,08,22,CHHATTISGARH,385,MAHASAMUND,IGNWPS,9769,1241,2213,2018,4297,9450,3144,2024-08-01
2023-2024,08,22,CHHATTISGARH,637,NARAYANPUR,IGNWPS,1660,70,1163,350,77,1498,244,2024-08-01
2023-2024,08,22,CHHATTISGARH,645,GARIYABAND,IGNWPS,8881,697,2945,2063,3176,8342,6807,2024-08-01
2023-2024,08,22,CHHATTISGARH,646,BALOD,IGNWPS,7313,523,2113,1742,2935,7029,1073,2024-08-01
2023-2024,08,22,CHHATTISGARH,649,BALRAMPUR,IGNWPS,5129,146,2180,2331,472,4741,3156,2024-08-01
2023-2024,08,22,CHHATTISGARH,650,BEMETARA,IGNWPS,3681,412,121,1163,1985,3138,1173,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",390,ANUPPUR,IGNWPS,12244,1406,6921,717,3200,6542,2617,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",394,BETUL,IGNWPS,21376,2984,7927,1148,9317,13144,6610,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",405,KHANDWA,IGNWPS,14662,2315,5862,1526,4959,7560,3914,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",416,MANDSAUR,IGNWPS,19219,5185,675,2597,10762,10260,5434,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",423,RATLAM,IGNWPS,21401,4576,7254,2852,6719,11130,7749,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",431,SHEOPUR,IGNWPS,7367,1217,3719,261,2170,3741,1803,2024-08-01
2023-2024,08,23,"MADHYA PRADESH",638,SINGRAULI,IGNWPS,10956,1531,4674,886,3865,4188,3391,2024-08-01
2023-2024,08,24,GUJARAT,438,AHMADABAD,IGNWPS,48412,2350,228,41706,4120,47870,33142,2024-08-01
2023-2024,08,24,GUJARAT,457,RAJKOT,IGNWPS,8346,600,291,5238,2217,8301,8309,2024-08-01
2023-2024,08,24,GUJARAT,459,SURAT,IGNWPS,16498,682,5794,8590,1431,15528,13973,2024-08-01
2023-2024,08,24,GUJARAT,641,TAPI,IGNWPS,10721,130,9647,691,253,10706,10720,2024-08-01
2023-2024,08,24,GUJARAT,673,MORBI,IGNWPS,3533,119,7,2678,728,3522,3502,2024-08-01
2023-2024,08,24,GUJARAT,675,"GIR SOMNATH",IGNWPS,12004,327,24,7645,4007,12004,12002,2024-08-01
2023-2024,08,27,MAHARASHTRA,470,BEED,IGNWPS,746,2,0,744,0,608,18,2024-08-01
2023-2024,08,27,MAHARASHTRA,473,CHANDRAPUR,IGNWPS,6243,139,193,5611,300,5312,3046,2024-08-01
2023-2024,08,27,MAHARASHTRA,474,DHULE,IGNWPS,5180,83,732,4134,231,4041,26,2024-08-01
2023-2024,08,27,MAHARASHTRA,475,GADCHIROLI,IGNWPS,3198,349,1079,893,877,3077,1330,2024-08-01
2023-2024,08,27,MAHARASHTRA,477,HINGOLI,IGNWPS,717,25,0,689,3,647,55,2024-08-01
2023-2024,08,27,MAHARASHTRA,478,JALGAON,IGNWPS,16270,356,232,15475,207,14568,4158,2024-08-01
2023-2024,08,27,MAHARASHTRA,481,LATUR,IGNWPS,2534,170,2,2279,83,2022,349,2024-08-01
2023-2024,08,27,MAHARASHTRA,486,NANDURBAR,IGNWPS,7534,273,4713,2086,462,7222,781,2024-08-01
2023-2024,08,27,MAHARASHTRA,491,RAIGAD,IGNWPS,1632,80,266,1002,284,1600,483,2024-08-01
2023-2024,08,27,MAHARASHTRA,494,SATARA,IGNWPS,1319,60,18,1100,141,1240,1180,2024-08-01
2023-2024,08,28,"ANDHRA PRADESH",503,CHITTOOR,IGNWPS,38230,9479,1900,9862,16989,21065,30722,2024-08-01
2023-2024,08,28,"ANDHRA PRADESH",504,CUDDAPAH,IGNWPS,36726,6981,914,13353,15478,19848,24099,2024-08-01
2023-2024,08,28,"ANDHRA PRADESH",506,GUNTUR,IGNWPS,39476,8793,1987,12323,16373,21806,30400,2024-08-01
2023-2024,08,28,"ANDHRA PRADESH",519,SRIKAKULAM,IGNWPS,44912,3478,2799,2678,35957,27417,32248,2024-08-01
2023-2024,08,29,KARNATAKA,546,RAICHUR,IGNWPS,12405,568,626,1892,9319,11887,8809,2024-08-01
2023-2024,08,29,KARNATAKA,630,CHIKKABALLAPURA,IGNWPS,11077,1132,702,3061,6182,10713,7629,2024-08-01
2023-2024,08,3,PUNJAB,27,AMRITSAR,IGNWPS,638,1,0,637,0,429,622,2024-08-01
2023-2024,08,3,PUNJAB,31,FIROZEPUR,IGNWPS,1034,166,5,849,14,560,935,2024-08-01
2023-2024,08,3,PUNJAB,34,JALANDHAR,IGNWPS,544,120,0,412,12,174,470,2024-08-01
2023-2024,08,3,PUNJAB,35,KAPURTHALA,IGNWPS,231,10,0,221,0,150,217,2024-08-01
2023-2024,08,3,PUNJAB,39,MUKTSAR,IGNWPS,753,52,0,699,2,574,753,2024-08-01
2023-2024,08,3,PUNJAB,608,"SAS NAGAR",IGNWPS,189,2,0,187,0,91,185,2024-08-01
2023-2024,08,30,GOA,551,"NORTH GOA",IGNWPS,2910,74,255,1879,702,2703,58,2024-08-01
2023-2024,08,30,GOA,552,"SOUTH GOA",IGNWPS,2987,30,1264,1191,502,2484,204,2024-08-01
2023-2024,08,32,KERALA,554,ALAPPUZHA,IGNWPS,39683,1162,341,38180,0,11261,10592,2024-08-01
2023-2024,08,32,KERALA,555,ERNAKULAM,IGNWPS,55442,1952,290,53200,0,11772,21297,2024-08-01
2023-2024,08,32,KERALA,557,KANNUR,IGNWPS,46915,487,951,45477,0,13004,17200,2024-08-01
2023-2024,08,33,"TAMIL NADU",568,CHENNAI,IGNWPS,41488,12355,0,647,28486,20857,41145,2024-08-01
2023-2024,08,33,"TAMIL NADU",571,DHARMAPURI,IGNWPS,9304,1418,277,5705,1904,8361,9249,2024-08-01
2023-2024,08,33,"TAMIL NADU",576,KARUR,IGNWPS,4811,1445,0,275,3091,4006,4752,2024-08-01
2023-2024,08,33,"TAMIL NADU",579,NAGAPATTINAM,IGNWPS,13759,5764,0,121,7874,8689,13695,2024-08-01
2023-2024,08,33,"TAMIL NADU",581,PERAMBALUR,IGNWPS,8209,3049,3,155,5002,7880,8200,2024-08-01
2023-2024,08,33,"TAMIL NADU",589,TIRUVALLUR,IGNWPS,31687,10667,348,9319,11353,13406,31121,2024-08-01
2023-2024,08,33,"TAMIL NADU",594,THOOTHUKKUDI,IGNWPS,7154,1487,0,213,5454,6146,7141,2024-08-01
