fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,03,23,"MADHYA PRADESH",425,SAGAR,IGNWPS,29709,7925,4364,2854,14566,14391,6419,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",426,SATNA,IGNWPS,26902,5314,5661,5740,10187,12782,6038,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",427,SEHORE,IGNWPS,11071,3077,1383,1437,5174,6547,2480,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",432,SHIVPURI,IGNWPS,17029,3810,6055,793,6371,7283,5407,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",433,SIDHI,IGNWPS,12526,1624,4214,2202,4486,6998,2640,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",436,UMARIA,IGNWPS,8914,813,4909,900,2292,4737,2360,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",437,VIDISHA,IGNWPS,13998,3834,1155,2251,6758,8330,3870,2024-07-31
2023-2024,03,23,"MADHYA PRADESH",638,SINGRAULI,IGNWPS,10956,1531,4674,886,3865,4188,3391,2024-07-31
2023-2024,03,24,GUJARAT,443,BHAVNAGAR,IGNWPS,21900,402,39,7962,13492,21885,21894,2024-07-31
2023-2024,03,24,GUJARAT,446,GANDHINAGAR,IGNWPS,19249,309,32,15100,3808,18250,18033,2024-07-31
2023-2024,03,24,GUJARAT,454,"PANCH MAHALS",IGNWPS,23211,421,843,20415,1532,23159,23158,2024-07-31
2023-2024,03,24,GUJARAT,457,RAJKOT,IGNWPS,8376,600,290,5258,2228,8333,8349,2024-07-31
2023-2024,03,24,GUJARAT,460,SURENDRANAGAR,IGNWPS,11016,972,152,3065,6790,10988,10808,2024-07-31
2023-2024,03,24,GUJARAT,668,"CHHOTA UDEPUR",IGNWPS,10266,216,4857,4065,1127,10150,10261,2024-07-31
2023-2024,03,27,MAHARASHTRA,470,BEED,IGNWPS,751,3,0,748,0,609,252,2024-07-31
2023-2024,03,27,MAHARASHTRA,471,BHANDARA,IGNWPS,6930,848,294,3425,2363,6456,6912,2024-07-31
2023-2024,03,27,MAHARASHTRA,474,DHULE,IGNWPS,5334,90,789,4176,279,4183,44,2024-07-31
2023-2024,03,27,MAHARASHTRA,477,HINGOLI,IGNWPS,762,25,0,734,3,698,72,2024-07-31
2023-2024,03,27,MAHARASHTRA,480,KOLHAPUR,IGNWPS,2351,214,1,2033,103,1730,674,2024-07-31
2023-2024,03,27,MAHARASHTRA,481,LATUR,IGNWPS,2582,170,2,2327,83,2075,392,2024-07-31
2023-2024,03,27,MAHARASHTRA,485,NANDED,IGNWPS,269,38,0,210,21,264,86,2024-07-31
2023-2024,03,27,MAHARASHTRA,493,SANGLI,IGNWPS,662,72,0,507,83,662,622,2024-07-31
2023-2024,03,28,"ANDHRA PRADESH",511,KURNOOL,IGNWPS,40742,8026,1048,6413,25255,24410,31932,2024-07-31
2023-2024,03,28,"ANDHRA PRADESH",515,"SPSR NELLORE",IGNWPS,41159,11634,4567,9270,15688,25487,32002,2024-07-31
2023-2024,03,28,"ANDHRA PRADESH",521,VIZIANAGARAM,IGNWPS,25517,2962,4242,1297,17016,18289,20921,2024-07-31
2023-2024,03,28,"ANDHRA PRADESH",743,"Parvathipuram Manyam",IGNWPS,5596,763,554,1054,3225,5596,5585,2024-07-31
2023-2024,03,28,"ANDHRA PRADESH",750,Bapatla,IGNWPS,8163,1890,463,1887,3923,8163,8149,2024-07-31
2023-2024,03,29,KARNATAKA,529,BIDAR,IGNWPS,8912,845,332,2336,5399,8728,6725,2024-07-31
2023-2024,03,29,KARNATAKA,534,"DAKSHINA KANNADA",IGNWPS,13622,1157,577,145,11743,13532,8488,2024-07-31
2023-2024,03,29,KARNATAKA,539,HASSAN,IGNWPS,21220,2231,186,3819,14984,20901,15780,2024-07-31
2023-2024,03,29,KARNATAKA,544,MANDYA,IGNWPS,27254,991,68,2302,23893,26648,18779,2024-07-31
2023-2024,03,29,KARNATAKA,547,SHIMOGA,IGNWPS,10174,1157,229,2410,6378,9954,6923,2024-07-31
2023-2024,03,29,KARNATAKA,631,RAMANAGARA,IGNWPS,14824,1061,129,6213,7421,14502,9289,2024-07-31
2023-2024,03,3,PUNJAB,32,GURDASPUR,IGNWPS,1745,14,0,1730,1,997,1546,2024-07-31
2023-2024,03,3,PUNJAB,39,MUKTSAR,IGNWPS,753,52,0,699,2,574,753,2024-07-31
2023-2024,03,3,PUNJAB,40,NAWANSHAHR,IGNWPS,508,160,0,348,0,397,508,2024-07-31
2023-2024,03,3,PUNJAB,609,"TARAN TARAN",IGNWPS,658,36,1,617,4,335,542,2024-07-31
2023-2024,03,32,KERALA,563,PALAKKAD,IGNWPS,22902,1966,645,20291,0,21285,13861,2024-07-31
2023-2024,03,33,"TAMIL NADU",576,KARUR,IGNWPS,4748,1432,0,268,3048,3957,4699,2024-07-31
2023-2024,03,33,"TAMIL NADU",585,SIVAGANGAI,IGNWPS,4801,847,0,911,3043,4186,4785,2024-07-31
2023-2024,03,33,"TAMIL NADU",634,TIRUPPUR,IGNWPS,5784,2154,9,749,2872,4431,5777,2024-07-31
2023-2024,03,36,TELANGANA,501,ADILABAD,IGNWPS,13699,2722,3169,1454,6354,9911,12899,2024-07-31
2023-2024,03,36,TELANGANA,522,WARANGAL,IGNWPS,4960,779,591,148,3442,4831,4497,2024-07-31
2023-2024,03,36,TELANGANA,693,WANAPARTHY,IGNWPS,3641,606,426,213,2396,3613,2992,2024-07-31
2023-2024,03,37,LADAKH,9,"LEH LADAKH",IGNWPS,193,0,193,0,0,95,20,2024-07-31
2023-2024,03,6,HARYANA,63,HISAR,IGNWPS,10951,3225,0,5889,1837,6734,3050,2024-07-31
2023-2024,03,6,HARYANA,64,JHAJJAR,IGNWPS,4549,504,0,3684,361,2904,1511,2024-07-31
2023-2024,03,6,HARYANA,69,MAHINDERGARH,IGNWPS,4241,587,0,2979,675,2347,1429,2024-07-31
2023-2024,03,6,HARYANA,72,REWARI,IGNWPS,4416,1037,0,2391,988,2652,1358,2024-07-31
2023-2024,03,7,DELHI,78,EAST,IGNWPS,5430,52,2,5357,19,5405,5342,2024-07-31
2023-2024,03,7,DELHI,80,NORTH,IGNWPS,2293,37,0,2252,4,2276,2135,2024-07-31
2023-2024,03,8,RAJASTHAN,100,GANGANAGAR,IGNWPS,10984,5031,70,2678,3205,9728,9970,2024-07-31
2023-2024,03,8,RAJASTHAN,106,JHUNJHUNU,IGNWPS,5789,1770,156,1253,2610,4700,5099,2024-07-31
2023-2024,03,8,RAJASTHAN,116,TONK,IGNWPS,6269,1635,727,1400,2507,5638,6082,2024-07-31
2023-2024,03,8,RAJASTHAN,117,UDAIPUR,IGNWPS,25229,1858,15153,3754,4464,18574,19296,2024-07-31
2023-2024,03,8,RAJASTHAN,87,ALWAR,IGNWPS,11243,2622,912,3154,4555,9431,10285,2024-07-31
2023-2024,03,8,RAJASTHAN,89,BARAN,IGNWPS,8308,2413,1983,913,2999,6914,6574,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",119,ALIGARH,IGNWPS,6041,1587,0,1996,2458,1851,3359,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",127,BALRAMPUR,IGNWPS,11837,1381,486,3547,6423,2610,4801,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",128,BANDA,IGNWPS,7012,1979,0,1796,3237,2267,3653,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",131,BASTI,IGNWPS,18947,2370,25,4460,12092,2617,8148,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",137,DEORIA,IGNWPS,16970,2956,630,3223,10161,2392,6936,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",144,"GAUTAM BUDDHA NAGAR",IGNWPS,2172,259,0,1198,715,373,509,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",145,GHAZIABAD,IGNWPS,3326,848,0,1253,1225,851,791,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",151,JALAUN,IGNWPS,5679,2206,0,1385,2088,1848,2928,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",152,JAUNPUR,IGNWPS,30073,7584,0,5818,16671,4699,14592,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",160,"KUSHI NAGAR",IGNWPS,21707,4635,43,4319,12710,1817,8283,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",163,"MAHAMAYA NAGAR (HATHRAS)",IGNWPS,5756,2656,0,1429,1671,2390,2954,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",164,MAHARAJGANJ,IGNWPS,19277,4066,43,2913,12255,3219,7684,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",173,PILIBHIT,IGNWPS,8268,1796,0,1756,4716,2554,4176,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",175,"RAE BARELI",IGNWPS,17849,7398,0,3620,6831,3585,7577,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",180,SHAHJAHANPUR,IGNWPS,31078,3140,1,6099,21838,1973,10176,2024-07-31
2023-2024,03,9,"UTTAR PRADESH",183,SITAPUR,IGNWPS,44506,17780,17,13161,13548,2080,15500,2024-07-31
2023-2024,04,33,"TAMIL NADU",577,KRISHNAGIRI,IGNWPS,8719,975,65,78,7601,4198,8644,2024-07-31
2023-2024,04,33,"TAMIL NADU",583,RAMANATHAPURAM,IGNWPS,12158,2702,0,301,9155,8021,12072,2024-07-31
2023-2024,04,33,"TAMIL NADU",588,THENI,IGNWPS,15931,1325,25,4088,10493,10492,15795,2024-07-31
2023-2024,04,33,"TAMIL NADU",634,TIRUPPUR,IGNWPS,5854,2185,9,754,2906,4475,5847,2024-07-31
2023-2024,04,35,"ANDAMAN AND NICOBAR",603,NICOBARS,IGNWPS,229,0,227,2,0,164,214,2024-07-31
2023-2024,04,36,TELANGANA,509,KHAMMAM,IGNWPS,9408,2074,1545,128,5661,9160,7859,2024-07-31
2023-2024,04,36,TELANGANA,513,MEDAK,IGNWPS,7381,1492,816,298,4775,7237,6976,2024-07-31
2023-2024,04,36,TELANGANA,514,NALGONDA,IGNWPS,10409,2251,1360,698,6100,10241,8744,2024-07-31
2023-2024,04,36,TELANGANA,516,NIZAMABAD,IGNWPS,6737,1329,611,812,3985,6653,6666,2024-07-31
2023-2024,04,36,TELANGANA,681,JAGITIAL,IGNWPS,5733,1147,266,478,3842,4979,5523,2024-07-31
2023-2024,04,36,TELANGANA,689,JANGOAN,IGNWPS,8414,1610,875,561,5368,5768,8317,2024-07-31
2023-2024,04,36,TELANGANA,691,SANGAREDDY,IGNWPS,9458,2316,329,634,6179,9414,8548,2024-07-31
2023-2024,04,36,TELANGANA,693,WANAPARTHY,IGNWPS,3641,606,426,213,2396,3613,2992,2024-07-31
2023-2024,04,36,TELANGANA,697,YADADRI,IGNWPS,5540,1121,360,335,3724,5480,5303,2024-07-31
2023-2024,04,36,TELANGANA,699,"KOMARAM BHEEM ASIFABAD",IGNWPS,5655,1146,2548,169,1792,5148,4494,2024-07-31
2023-2024,04,36,TELANGANA,700,MEDCHAL,IGNWPS,4103,811,251,406,2635,3904,3768,2024-07-31
2023-2024,04,36,TELANGANA,720,MULUGU,IGNWPS,822,82,386,1,353,822,556,2024-07-31
2023-2024,04,4,CHANDIGARH,44,CHANDIGARH,IGNWPS,2486,0,0,2486,0,2486,0,2024-07-31
2023-2024,04,5,UTTARAKHAND,46,BAGESHWAR,IGNWPS,813,279,0,508,26,385,416,2024-07-31
2023-2024,04,5,UTTARAKHAND,49,DEHRADUN,IGNWPS,546,116,32,319,79,231,237,2024-07-31
2023-2024,04,5,UTTARAKHAND,53,PITHORAGARH,IGNWPS,1090,328,22,711,29,386,84,2024-07-31
2023-2024,04,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNWPS,4132,717,651,1581,1183,1703,3245,2024-07-31
2023-2024,04,6,HARYANA,68,KURUKSHETRA,IGNWPS,4237,1038,0,2045,1154,2902,1807,2024-07-31
2023-2024,04,6,HARYANA,75,SONIPAT,IGNWPS,9243,1340,0,6530,1373,5486,1943,2024-07-31
2023-2024,04,7,DELHI,671,"NORTH WEST- II",IGNWPS,2779,34,1,2727,17,2762,2265,2024-07-31
2023-2024,04,7,DELHI,78,EAST,IGNWPS,5454,53,2,5380,19,5429,5366,2024-07-31
2023-2024,04,7,DELHI,82,"NORTH WEST- I",IGNWPS,4073,61,0,3993,19,4057,3947,2024-07-31
2023-2024,04,8,RAJASTHAN,102,JAIPUR,IGNWPS,11715,3306,1545,2942,3922,11040,11515,2024-07-31
2023-2024,04,8,RAJASTHAN,110,NAGAUR,IGNWPS,10987,3806,41,2514,4626,9800,10081,2024-07-31
2023-2024,04,8,RAJASTHAN,111,PALI,IGNWPS,10482,3142,1106,1277,4957,8450,9097,2024-07-31
2023-2024,04,8,RAJASTHAN,91,BHARATPUR,IGNWPS,9322,2589,339,2331,4063,7828,8055,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",118,AGRA,IGNWPS,4577,3117,4,579,877,500,1058,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",120,PRAYAGRAJ,IGNWPS,27789,9847,296,6584,11062,4943,10798,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",125,BAHRAICH,IGNWPS,28307,8878,248,4987,14194,4740,12857,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",126,BALLIA,IGNWPS,16275,2619,420,3022,10214,1884,7621,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",135,CHANDAULI,IGNWPS,18301,6466,0,3716,8119,3716,8490,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",136,CHITRAKOOT,IGNWPS,6155,2521,0,1255,2379,1092,3199,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",147,GONDA,IGNWPS,29327,6553,0,10803,11971,4326,13839,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",153,JHANSI,IGNWPS,6640,3018,6,741,2875,2437,4148,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",155,KANNAUJ,IGNWPS,7433,1637,0,2160,3636,2407,3148,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",171,MORADABAD,IGNWPS,16123,2243,2,6865,7013,2617,5916,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",172,MUZAFFARNAGAR,IGNWPS,7601,1817,13,2719,3052,2412,3086,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",173,PILIBHIT,IGNWPS,8268,1796,0,1756,4716,2554,4176,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",175,"RAE BARELI",IGNWPS,17849,7398,0,3620,6831,3585,7577,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",181,SHRAVASTI,IGNWPS,6168,1689,332,2203,1944,1653,2063,2024-07-31
2023-2024,04,9,"UTTAR PRADESH",186,UNNAO,IGNWPS,17876,10523,0,1755,5598,3288,8345,2024-07-31
2023-2024,05,7,DELHI,671,"NORTH WEST- II",IGNWPS,2779,34,1,2727,17,2762,2265,2024-07-31
2023-2024,05,7,DELHI,83,SOUTH,IGNWPS,3544,53,3,3466,22,3511,3057,2024-07-31
2023-2024,05,7,DELHI,85,WEST,IGNWPS,4948,309,1,4623,15,4867,4780,2024-07-31
2023-2024,05,8,RAJASTHAN,104,JALORE,IGNWPS,9993,2927,1365,1601,4100,9251,9607,2024-07-31
2023-2024,05,8,RAJASTHAN,108,KAROULI,IGNWPS,8615,3305,1296,1345,2669,7376,7880,2024-07-31
2023-2024,05,8,RAJASTHAN,110,NAGAUR,IGNWPS,11030,3825,41,2517,4647,9843,10124,2024-07-31
2023-2024,05,8,RAJASTHAN,113,"SAWAI MADHOPUR",IGNWPS,5180,1563,814,770,2033,4560,4896,2024-07-31
2023-2024,05,8,RAJASTHAN,629,PRATAPGARH,IGNWPS,8565,781,6078,586,1120,7412,7417,2024-07-31
2023-2024,05,8,RAJASTHAN,86,AJMER,IGNWPS,8230,1752,337,2569,3572,6464,6830,2024-07-31
